Brand,Model,Body,Mileage,EngineV,Engine Type,Registration,Year,Price
Toyota,Camry,sedan,60,2.5,Gas,yes,2014,24000
Mercedes-Benz,E-Class,sedan,199,3.2,Diesel,yes,1999,4800
Toyota,Land Cruiser Prado,crossover,155,2.7,Gas,yes,2008,22000
BMW,X3,crossover,29,3,Petrol,yes,2011,42500
Toyota,Land Cruiser 200,crossover,149,4.7,Petrol,yes,2008,17200
Renault,Kangoo,crossover,90,1.9,Diesel,yes,2005,8100
Volkswagen,Touareg,crossover,73,3,Diesel,yes,2012,37900
Volkswagen,Passat B7,sedan,67,2,Diesel,yes,2013,30000
Volkswagen,T4 (Transporter),van,247,1.9,Diesel,yes,2002,7700
BMW,535,sedan,148,3,Petrol,yes,2011,32500
BMW,X5,crossover,260,3,Diesel,yes,2006,18700
Renault,Master,van,219,2.5,Diesel,yes,2010,8100
Toyota,Yaris,hatch,138,1,Petrol,yes,2001,5050
Mercedes-Benz,Vito,van,165,2.2,Diesel,yes,2012,11800
Mercedes-Benz,GL 350,crossover,980,3,Diesel,yes,2013,68700
Audi,A4,sedan,360,1.6,Other,no,1996,2000
Mercedes-Benz,S 500,other,24,4.7,Petrol,yes,2014,NA
Mercedes-Benz,S 500,sedan,173,5,Petrol,yes,2007,19200
BMW,750,sedan,187,4.8,Gas,yes,2007,16400
BMW,525,sedan,330,2.5,Petrol,yes,1999,6300
Mitsubishi,Pajero Wagon,crossover,295,2.8,Diesel,yes,2004,15000
Toyota,Land Cruiser Prado,other,211,4,Gas,yes,2007,23000
Mercedes-Benz,E-Class,sedan,86,1.8,Gas,yes,2013,23700
BMW,525,sedan,160,2.5,Petrol,yes,2005,11900
Audi,A6,sedan,274,1.8,Gas,yes,2003,7900
Mercedes-Benz,S 320,sedan,308,3.2,Gas,no,2000,4400
Volkswagen,Caddy,other,181,1.6,Diesel,yes,2012,9900
Volkswagen,Polo,hatch,113,1.4,Petrol,yes,2003,6900
Mercedes-Benz,GL 550,crossover,63,5.5,Petrol,yes,2011,NA
Mercedes-Benz,GLE-Class,crossover,0,2.2,Diesel,yes,2016,71999
BMW,X5,crossover,210,3,Diesel,no,2006,11800
Renault,Trafic,van,207,2,Diesel,yes,2012,10999
Mitsubishi,Pajero Wagon,crossover,93,3.8,Gas,yes,2008,18900
Toyota,Highlander,crossover,120,3.5,Petrol,yes,2011,28900
Toyota,Rav 4,crossover,130,2,Petrol,yes,2008,15500
BMW,X5,crossover,0,2,Diesel,yes,2015,63000
Toyota,Camry,sedan,145,2.4,Petrol,yes,2007,11700
BMW,730,sedan,327,3,Diesel,no,2001,4999
Toyota,Rav 4,crossover,140,2.4,Petrol,yes,2007,13300
Mercedes-Benz,S 300,sedan,260,3,Diesel,yes,1997,8200
Renault,Trafic,van,150,2,Diesel,yes,2009,8900
Renault,Grand Scenic,vagon,117,1.5,Diesel,yes,2007,NA
BMW,740,sedan,110,3,Diesel,yes,2011,60500
BMW,520,sedan,294,2.2,Gas,yes,2000,8900
BMW,750,sedan,62,4.4,Petrol,yes,2013,69500
Volkswagen,Golf V,hatch,95,1.6,Gas,yes,2005,9000
BMW,X5,crossover,265,3,Diesel,yes,2005,17800
Mercedes-Benz,MB,other,350,2.4,Diesel,yes,1988,2100
Toyota,Corolla,sedan,57,1.3,Petrol,yes,2010,10700
Volkswagen,Caravelle,van,250,2,Diesel,yes,2010,17777
Audi,A8,sedan,53,6.3,Petrol,yes,2013,73500
Mitsubishi,Outlander,crossover,92,2,Petrol,yes,2008,9800
Volkswagen,Multivan,van,132,2,Diesel,yes,2011,35900
Toyota,Yaris,hatch,135,1,Petrol,yes,2008,7500
Renault,19,sedan,105,1.4,Petrol,yes,1990,2500
Audi,Q7,crossover,100,3,Diesel,yes,2011,39999
Volkswagen,Touareg,crossover,123,3,Diesel,yes,2009,22000
Toyota,Auris,sedan,65,1.6,Petrol,yes,2009,9800
BMW,320,other,73,2,Petrol,yes,2012,29999
Mercedes-Benz,Sprinter 208,sedan,350,2.2,Diesel,yes,2003,7500
Toyota,Camry,sedan,138,3.5,Petrol,yes,2007,12500
BMW,X5,crossover,115,4.4,Petrol,yes,2010,39500
Volkswagen,T5 (Transporter),van,240,2.5,Diesel,yes,2009,10600
Mitsubishi,Pajero Wagon,crossover,147,3.2,Diesel,yes,2008,18200
Mercedes-Benz,S 500,other,0,4.7,Petrol,yes,2016,189999
Audi,A4,other,207,2,Petrol,yes,2002,4800
BMW,318,sedan,238,1.8,Petrol,yes,1996,3999
Toyota,Land Cruiser Prado,crossover,165,4,Gas,yes,2011,35500
Toyota,Camry,sedan,158,2.4,Gas,yes,2008,13500
Mercedes-Benz,C-Class,sedan,130,3,Petrol,yes,2007,17500
Mercedes-Benz,CLS 500,sedan,11,4.7,Petrol,yes,2012,59999
Mercedes-Benz,Vito,van,255,2.2,Diesel,yes,2004,7999
Toyota,Avensis,sedan,89,1.8,Other,yes,2011,16000
BMW,745,sedan,250,4.5,Gas,yes,2001,5850
Renault,Scenic,van,154,1.5,Diesel,yes,2008,7999
Renault,Trafic,van,181,1.9,Diesel,yes,2006,8900
BMW,X3,crossover,0,2,Petrol,yes,2016,43719
Volkswagen,T5 (Transporter),van,193,2.5,Diesel,yes,2005,8800
Volkswagen,Caddy,van,194,1.6,Diesel,yes,2011,9990
Volkswagen,Passat B7,sedan,80,1.8,Petrol,yes,2012,17999
Mercedes-Benz,CL 55 AMG,other,94,5.5,Petrol,yes,2009,37500
Audi,A6,sedan,155,3,Petrol,yes,2010,20500
Audi,A6 Allroad,crossover,242,2.5,Diesel,no,2003,4999
Mercedes-Benz,ML 350,crossover,1,3.5,Petrol,yes,2007,4100
Mercedes-Benz,C-Class,sedan,145,1.8,Petrol,yes,2008,17499
Audi,A6,other,326,2.5,Diesel,yes,2002,8200
Volkswagen,Passat B5,sedan,185,2.8,Gas,yes,2004,7000
Volkswagen,Golf Variant,vagon,107,1.6,Petrol,yes,2010,9200
Volkswagen,Golf VII,hatch,105,2,Other,yes,2013,4000
Renault,Duster,crossover,20,1.5,Diesel,yes,2016,17500
BMW,316,sedan,162,1.6,Petrol,no,1995,1950
Audi,TT,other,120,1.8,Petrol,yes,2000,11000
Audi,A6,sedan,259,3,Diesel,no,2005,7750
Mercedes-Benz,S 350,sedan,6,3,Diesel,yes,2014,NA
Volkswagen,Jetta,sedan,1,1.6,Diesel,yes,2016,24300
Renault,Kangoo,van,190,1.9,Diesel,yes,2002,4100
Mercedes-Benz,GL 350,crossover,69,3,Diesel,yes,2014,69900
Volkswagen,Caravelle,other,129,2,Diesel,yes,2014,29999
Renault,Megane,vagon,188,1.5,Other,yes,2012,11999
Volkswagen,Touran,vagon,122,1.4,Gas,yes,2013,13900
BMW,320,vagon,274,2,Diesel,no,2007,8900
Audi,A6,sedan,105,2,Petrol,yes,2012,26000
BMW,525,other,287,2.5,Diesel,no,1998,2700
Mitsubishi,Pajero Sport,crossover,45,NA,Other,yes,2001,9700
Toyota,Camry,sedan,140,3.5,Gas,yes,2007,12500
BMW,318,sedan,28,1.9,Petrol,yes,1995,4500
Toyota,Land Cruiser 200,crossover,3,4.5,Diesel,yes,2016,88000
Mitsubishi,Lancer X,sedan,143,2,Gas,yes,2007,8700
Volkswagen,Caddy,van,124,1.6,Diesel,yes,2013,NA
Volkswagen,Multivan,van,230,3.2,Gas,yes,2008,17200
Toyota,Rav 4,crossover,39,2.2,Diesel,yes,2014,30600
Mercedes-Benz,E-Class,sedan,240,2.2,Diesel,yes,2006,15300
Toyota,Land Cruiser 200,crossover,1,4.5,Diesel,yes,2016,73900
Volkswagen,Passat B6,sedan,84,2,Petrol,yes,2007,12500
Mercedes-Benz,G 500,crossover,150,5.5,Petrol,yes,2002,30500
Audi,A8,sedan,280,4.2,Petrol,yes,2000,NA
BMW,X6 M,crossover,73,3,Diesel,yes,2013,64900
Toyota,Camry,sedan,179,2.4,Petrol,yes,2006,11200
BMW,Z4,other,93,2.5,Petrol,yes,2003,9900
Mercedes-Benz,S 250,sedan,34,2.2,Diesel,yes,2011,55000
Volkswagen,Passat B3,vagon,250,1.9,Diesel,yes,1992,3000
BMW,730,sedan,147,3,Diesel,yes,2009,33000
Renault,Megane,hatch,75,2,Petrol,yes,2013,13000
Mercedes-Benz,CL 55 AMG,other,102,5,Petrol,yes,2008,33900
Mercedes-Benz,CLS 350,vagon,100,3,Diesel,yes,2014,NA
BMW,X5,crossover,210,3,Diesel,yes,2005,17500
Audi,Q5,crossover,60,2,Petrol,yes,2011,33000
Volkswagen,Jetta,sedan,240,1.6,Petrol,yes,2010,11999
Toyota,Camry,sedan,141,3.5,Petrol,yes,2008,14700
Audi,A4,vagon,253,1.8,Gas,no,1997,2600
BMW,740,sedan,375,4.4,Gas,yes,2001,10900
Toyota,Land Cruiser 200,crossover,0,4.5,Diesel,yes,2016,99999
Toyota,Yaris,hatch,160,1,Petrol,yes,1999,3900
Renault,Trafic,van,275,1.9,Diesel,yes,2002,5700
Audi,A8,sedan,4,3,Diesel,yes,2015,90999
Mercedes-Benz,E-Class,sedan,137,2.2,Diesel,yes,2012,25500
BMW,525,sedan,360,2.5,Petrol,yes,1992,3300
Toyota,Highlander,crossover,80,3.5,Gas,yes,2012,28700
Volkswagen,Caddy,van,200,1.6,Diesel,yes,2011,9300
Toyota,Avensis,sedan,148,1.8,Gas,yes,2008,9400
Audi,Q7,crossover,180,3.6,Gas,yes,2007,23000
BMW,540,sedan,370,4,Petrol,yes,1993,4500
Mitsubishi,ASX,crossover,1,1.8,Petrol,yes,2015,23900
Mercedes-Benz,GLS 350,crossover,0,3,Diesel,yes,2016,107999
Volkswagen,Passat B6,sedan,157,1.8,Gas,yes,2008,12900
Mercedes-Benz,Vito,van,211,2.2,Other,yes,2012,14900
Volkswagen,Passat B6,other,160,1.8,Petrol,yes,2010,15900
Volkswagen,Caddy,van,154,2,Gas,yes,2010,9300
Renault,25,vagon,200,2,Gas,yes,1987,1900
Mercedes-Benz,Vito,other,260,2.2,Diesel,yes,2000,7000
Mitsubishi,Pajero Wagon,crossover,240,3.2,Diesel,yes,2006,14700
Mercedes-Benz,S 500,other,8,4.6,Petrol,yes,2015,160000
Toyota,Rav 4,crossover,63,2,Petrol,yes,2013,21800
Audi,Q5,crossover,20,3,Petrol,yes,2014,68000
Mercedes-Benz,E-Class,sedan,370,2.2,Petrol,yes,1995,7000
Mercedes-Benz,S 600,other,21,6,Petrol,yes,2008,70000
Volkswagen,Passat B7,sedan,65,2,Petrol,yes,2012,22000
Mercedes-Benz,SLK 350,other,50,3.5,Petrol,yes,2005,18900
BMW,320,sedan,267,2,Diesel,yes,2002,9700
Volkswagen,Golf III,vagon,300,1.9,Diesel,yes,1998,4850
Mercedes-Benz,Sprinter 213,other,260,2.2,Diesel,yes,2003,8700
Toyota,Camry,sedan,139,3.5,Petrol,yes,2008,14700
Volkswagen,Jetta,sedan,1,1.6,Diesel,yes,2016,23999
Mitsubishi,Pajero Sport,crossover,11,2.5,Diesel,yes,2012,24500
Mercedes-Benz,Vito,van,161,2.2,Diesel,yes,2011,23500
Volkswagen,Caddy,van,160,1.6,Diesel,yes,2012,10000
Volkswagen,T4 (Transporter),van,255,2.5,Diesel,yes,2002,9700
Renault,Megane,vagon,280,1.5,Diesel,yes,2005,7000
Renault,Megane,other,245,2,Petrol,no,1998,1550
Audi,A5,sedan,38,NA,Diesel,no,2015,15000
Mercedes-Benz,Vito,van,0,2.2,Diesel,yes,2016,47600
Toyota,Hilux,other,105,2.5,Diesel,yes,2013,27000
BMW,X5,crossover,0,2.5,Diesel,yes,2016,65000
BMW,750,sedan,130,NA,Petrol,yes,2009,29999
Renault,Fluence,sedan,2,1.5,Diesel,yes,2015,20007
Volkswagen,Touareg,crossover,167,3.2,Petrol,yes,2006,15500
Volkswagen,Lupo,hatch,152,1,Petrol,yes,2000,3999
BMW,320,sedan,1,2,Diesel,yes,2008,19990
Mercedes-Benz,C-Class,sedan,42,1.6,Petrol,yes,2014,38000
Mercedes-Benz,GLE-Class,crossover,0,3,Petrol,yes,2016,NA
Volkswagen,Caddy,van,1,1.6,Diesel,yes,2015,20477.54
Volkswagen,Passat B6,vagon,200,1.4,Gas,yes,2009,9650
BMW,X5 M,crossover,115,3,Diesel,yes,2008,37500
Mercedes-Benz,Vito,van,193,2.2,Diesel,yes,2011,12700
BMW,330,sedan,259,3,Diesel,yes,2001,NA
Toyota,Corolla,hatch,207,1.3,Petrol,yes,1995,4500
Mercedes-Benz,E-Class,sedan,3,3,Diesel,yes,1998,2400
Mercedes-Benz,200,sedan,330,2,Petrol,yes,1997,6999
Volkswagen,Caddy,van,169,1.9,Diesel,yes,2008,8900
Mitsubishi,Lancer X,sedan,78,1.5,Gas,yes,2011,7999
Volkswagen,T6 (Transporter) ,van,124,2,Diesel,yes,2013,13500
Audi,80,sedan,400,1.6,Diesel,yes,1986,1999
Mercedes-Benz,GLS 350,crossover,1,3,Diesel,yes,2016,109999
Mercedes-Benz,Vito,van,138,2.2,Diesel,yes,2009,14100
Volkswagen,T4 (Transporter) ,other,290,1.9,Diesel,yes,1995,4600
Mercedes-Benz,S 400,sedan,250,4,Diesel,no,2002,3250
Mercedes-Benz,S 350,sedan,157,3.5,Petrol,yes,2006,19500
Audi,A6,vagon,25,2.5,Diesel,no,1999,2300
Toyota,Camry,sedan,131,2.4,Petrol,yes,2007,11700
Audi,A6,vagon,210,3,Diesel,no,2006,7000
BMW,740,sedan,320,4.4,Gas,yes,1997,6950
Mitsubishi,Carisma,sedan,300,1.6,Gas,yes,2000,4500
Renault,Kangoo,vagon,150,1.5,Diesel,yes,2011,12500
BMW,525,sedan,290,2.5,Gas,yes,1997,2200
Renault,Megane,hatch,136,1.5,Diesel,yes,2011,10750
Mitsubishi,Lancer X,sedan,91,1.5,Petrol,yes,2009,8400
Volkswagen,Passat B7,sedan,50,2,Petrol,yes,2013,28500
BMW,750,sedan,63,4.4,Petrol,yes,2012,44800
Toyota,Yaris,hatch,1,1,Petrol,yes,2016,11707.8
Toyota,Camry,sedan,21,2.5,Petrol,yes,2015,NA
BMW,520,sedan,131,2,Diesel,yes,2010,32500
Renault,Megane,vagon,165,1.5,Diesel,yes,2012,10500
Mercedes-Benz,Vito,other,215,2.2,Diesel,yes,2007,11999
Mercedes-Benz,E-Class,sedan,198,1.8,Gas,yes,2011,20300
BMW,316,sedan,205,1.8,Petrol,yes,2001,6100
Volkswagen,T5 (Transporter),other,248,1.9,Diesel,yes,2010,12300
Mercedes-Benz,S 350,sedan,237,3.8,Petrol,yes,1983,2400
Toyota,Corolla,sedan,69,1.6,Petrol,yes,2013,11750
BMW,530,sedan,55,3,Diesel,yes,2013,52300
Audi,Q3,crossover,70,2,Petrol,yes,2012,30900
Volkswagen,Caddy,van,235,2,Diesel,yes,2005,5200
BMW,320,sedan,47,2,Petrol,yes,2013,26800
Volkswagen,Touareg,crossover,1,3,Diesel,yes,2015,74000
Renault,Trafic,van,150,1.9,Diesel,yes,2006,10700
Mercedes-Benz,C-Class,vagon,113,2.2,Diesel,yes,2010,17500
Toyota,Land Cruiser Prado,crossover,56,2.7,Gas,yes,2011,30800
Volkswagen,Golf IV,hatch,140,1.4,Petrol,no,2002,2800
Mercedes-Benz,S 320,sedan,123,3.2,Petrol,yes,2000,12600
Volkswagen,Passat CC,sedan,144,1.4,Petrol,yes,2012,17500
Toyota,Land Cruiser 200,crossover,67,4.5,Diesel,yes,2012,68000
Toyota,Highlander,crossover,44,3.5,Petrol,yes,2012,34000
Toyota,Rav 4,crossover,20,2.5,Petrol,yes,2013,28900
Volkswagen,T5 (Transporter) ,van,230,1.9,Diesel,yes,2008,9900
Toyota,Hilux,other,4,3,Diesel,yes,2016,46500
BMW,645,other,85,4.4,Petrol,yes,2004,24700
Volkswagen,Caddy,van,175,1.4,Petrol,yes,2003,3400
Mitsubishi,Lancer X,sedan,139,1.5,Petrol,yes,2008,7700
Toyota,Land Cruiser 100,crossover,263,4.2,Diesel,yes,2001,19000
Mercedes-Benz,S 350,sedan,62,3,Diesel,yes,2013,NA
BMW,320,sedan,185,2,Diesel,no,2002,3500
Volkswagen,T5 (Transporter) ,other,177,2,Diesel,yes,2012,14800
Mitsubishi,Outlander,crossover,0,2.4,Petrol,yes,2016,36000
Volkswagen,Touran,van,147,1.6,Diesel,yes,2013,13995
Toyota,Camry,sedan,130,2.3,Gas,yes,2006,9900
Mitsubishi,Colt,hatch,138,1.3,Petrol,yes,2008,7500
Volkswagen,Jetta,sedan,2,1.6,Diesel,yes,2016,24800
Renault,Laguna,hatch,127,2,Gas,yes,2006,7100
Toyota,Land Cruiser Prado,crossover,80,4,Petrol,yes,2013,45000
Mercedes-Benz,E-Class,sedan,300,3,Diesel,no,1999,2499
Mitsubishi,Lancer X,sedan,136,2,Petrol,yes,2008,9500
BMW,530,sedan,186,3,Petrol,yes,2007,21000
Volkswagen,Caddy,van,140,2,Diesel,yes,2010,11450
Volkswagen,Touareg,crossover,0,3,Diesel,yes,2016,66346
Volkswagen,Polo,hatch,164,1.4,Petrol,yes,2008,8200
BMW,730,sedan,316,NA,Diesel,yes,2001,11700
Renault,Kangoo,van,190,1.5,Diesel,yes,2003,4599
Volkswagen,Polo,sedan,62,1.6,Petrol,yes,2012,8900
Toyota,Auris,hatch,79,1.6,Gas,yes,2012,13900
BMW,535,sedan,200,3.5,Gas,yes,1998,5500
Mercedes-Benz,E-Class,sedan,360,2,Gas,yes,1994,5500
BMW,525,sedan,215,NA,Petrol,yes,2006,14500
Audi,80,sedan,300,1.8,Gas,yes,1987,3300
Volkswagen,Caddy,van,213,1.6,Gas,yes,2008,5950
Mitsubishi,Pajero Wagon,crossover,173,3.8,Gas,yes,2008,18999
Mercedes-Benz,GLS 400,crossover,0,3,Petrol,yes,2016,124000
Volkswagen,Passat B6,sedan,130,2,Diesel,yes,2008,11500
Mercedes-Benz,C-Class,sedan,240,3.2,Other,no,2005,4500
BMW,X3,crossover,35,3,Petrol,yes,2011,34900
Mitsubishi,Outlander XL,crossover,84,2.4,Petrol,yes,2009,12999
Toyota,Land Cruiser 100,crossover,180,4.7,Gas,yes,2004,20900
Audi,A6,sedan,370,2.6,Other,yes,1997,NA
Mercedes-Benz,S 550,sedan,150,5.5,Petrol,yes,2008,26900
Volkswagen,Multivan,van,59,2,Diesel,yes,2014,49999
Mercedes-Benz,ML 400,crossover,287,4,Diesel,no,2003,4000
Volkswagen,Touareg,crossover,19,3,Diesel,yes,2014,52300
Mercedes-Benz,E-Class,sedan,37,1.8,Petrol,yes,2012,29500
Volkswagen,Scirocco,other,120,1.4,Petrol,yes,2012,19100
BMW,520,other,26,2,Diesel,yes,2015,45500
Toyota,Mark II,sedan,243,2,Gas,yes,1987,4000
BMW,328,sedan,255,2.8,Petrol,yes,1998,7200
Volkswagen,Passat B2,vagon,504,1.6,Gas,yes,1988,1900
BMW,520,vagon,142,2,Diesel,yes,2012,24700
Toyota,Rav 4,crossover,74,2,Petrol,yes,2011,21000
Mitsubishi,Pajero Wagon,crossover,90,3,Petrol,yes,2008,14500
Mercedes-Benz,E-Class,sedan,222,3,Gas,yes,2007,13800
Volkswagen,Passat B7,sedan,60,1.8,Petrol,yes,2014,25999
Volkswagen,Passat B6,sedan,174,2,Petrol,yes,2007,9555
Renault,Trafic,van,152,2,Diesel,yes,2010,9700
Renault,Master,van,150,2.3,Diesel,yes,2012,11700
Volkswagen,Passat B4,vagon,259,1.6,Gas,yes,1995,5300
Toyota,Auris,hatch,140,NA,Petrol,yes,2008,8700
Audi,S8,sedan,159,5.2,Petrol,yes,2008,22500
Renault,Kangoo,van,221,1.5,Diesel,yes,2009,8300
Volkswagen,Touran,van,198,1.6,Petrol,no,2004,4900
Volkswagen,Passat B2,vagon,450,1.6,Diesel,yes,1988,2850
Volkswagen,Caravelle,van,225,NA,Other,no,2003,4999
BMW,320,sedan,245,2,Diesel,no,2007,8100
Volkswagen,Vento,sedan,290,1.8,Gas,yes,1997,4400
BMW,X6,crossover,110,3,Diesel,no,2008,9500
Audi,A6 Allroad,vagon,160,2.7,Gas,yes,2003,9500
Toyota,Camry,sedan,35,2.2,Gas,yes,1999,4350
Volkswagen,T5 (Transporter),van,224,2.5,Diesel,yes,2006,10000
BMW,X5,crossover,58,4.4,Petrol,yes,2014,65000
Toyota,Corolla,hatch,270,1.6,Petrol,yes,1985,1750
Renault,Laguna,hatch,79,1.6,Petrol,yes,2008,8200
Volkswagen,Tiguan,crossover,98,2,Diesel,yes,2013,22000
Volkswagen,Polo,sedan,0,1.6,Petrol,yes,2016,13300.95
Volkswagen,Passat B6,vagon,150,2,Petrol,yes,2008,9300
Audi,A4,sedan,9,NA,Petrol,no,2015,12000
Volkswagen,T4 (Transporter),van,300,2.4,Diesel,yes,2000,6700
Mercedes-Benz,C-Class,sedan,385,1.8,Petrol,yes,1995,3900
Mercedes-Benz,E-Class,sedan,360,2.9,Diesel,no,1997,2150
Renault,Laguna,vagon,190,1.5,Diesel,yes,2011,11111
Renault,Scenic,other,160,2,Gas,yes,2006,7500
BMW,640,other,0,3,Petrol,yes,2016,99999
Volkswagen,Golf VII,hatch,56,2,Diesel,yes,2014,20500
Mercedes-Benz,S 350,sedan,27,3,Diesel,yes,2014,119000
Mitsubishi,Pajero Sport,crossover,0,2.4,Diesel,yes,2016,40800
Renault,Trafic,van,265,2,Diesel,yes,2007,10700
Volkswagen,Multivan,van,1,2,Diesel,yes,2015,69990
Mercedes-Benz,S 500,other,24,4.7,Petrol,yes,2014,NA
Volkswagen,Passat B6,sedan,128,2,Petrol,yes,2007,12500
Audi,A6,vagon,154,2,Diesel,yes,2008,15000
Mitsubishi,Lancer,sedan,126,1.6,Petrol,yes,2006,6300
Renault,Megane,hatch,10,1.6,Petrol,yes,2014,13500
Toyota,Corolla,sedan,130,NA,Petrol,yes,2008,9700
Renault,Megane,vagon,177,1.5,Diesel,yes,2007,NA
Volkswagen,Jetta,sedan,297,1.6,Petrol,yes,1987,1900
Volkswagen,Touareg,crossover,210,3,Diesel,yes,2005,17800
Volkswagen,Caddy,van,71,1.2,Petrol,yes,2013,10000
Volkswagen,Caddy,other,146,1.6,Diesel,yes,2012,10800
Mercedes-Benz,S 500,sedan,360,5,Gas,yes,2001,10900
Volkswagen,Touran,vagon,69,1.4,Petrol,yes,2012,15000
Volkswagen,Passat B6,sedan,110,2,Petrol,yes,2006,9850
Mitsubishi,Pajero Sport,crossover,320,3,Gas,yes,2000,8500
Volkswagen,Passat B7,vagon,170,1.6,Diesel,yes,2011,14900
Mitsubishi,Lancer Evolution,sedan,72,2.4,Petrol,yes,2006,11500
Audi,A6,sedan,247,2.5,Diesel,yes,2001,8500
Mitsubishi,Lancer Evolution,sedan,40,2,Petrol,yes,2013,12900
Mitsubishi,Lancer Evolution,sedan,72,2,Petrol,yes,2006,30500
Audi,A8,sedan,150,NA,Petrol,yes,2006,13900
Mercedes-Benz,E-Class,other,51,3,Diesel,yes,2014,43500
BMW,520,sedan,73,2,Petrol,yes,2013,30500
Mercedes-Benz,CL 180,sedan,257,1.8,Gas,no,1995,1650
Renault,Megane,vagon,184,1.5,Diesel,yes,2011,9300
Mercedes-Benz,CLS 63 AMG,sedan,89,6.3,Petrol,yes,2008,30500
Mercedes-Benz,Vito,van,175,2.2,Diesel,yes,2010,16300
Renault,Scenic,crossover,225,2,Gas,yes,2003,5750
Mercedes-Benz,CLS 350,sedan,29,3,Diesel,yes,2012,54500
Mercedes-Benz,Vito,van,209,2.2,Diesel,yes,2008,11500
Mercedes-Benz,G 500,crossover,46,5.5,Petrol,yes,2008,53500
Renault,Trafic,van,183,2,Diesel,yes,2011,11300
Volkswagen,T6 (Transporter) ,crossover,156,2,Diesel,yes,2012,13900
Audi,A6,sedan,175,3,Petrol,yes,2006,14300
Volkswagen,Caddy,van,280,1.6,Diesel,yes,2011,7500
Volkswagen,Multivan,van,63,2,Diesel,yes,2013,55555
Volkswagen,Golf V,hatch,195,1.4,Diesel,yes,2004,6999
Mitsubishi,Grandis,van,98,2.4,Petrol,yes,2008,11499
BMW,318,sedan,214,1.9,Petrol,no,2000,2850
Renault,Kangoo,van,118,1.5,Diesel,yes,2008,7150
Audi,A6,sedan,104,2.8,Petrol,yes,2010,25900
Toyota,Yaris,hatch,75,1.4,Diesel,yes,2012,12500
Mercedes-Benz,Vito,van,196,2.2,Diesel,yes,2002,6200
Toyota,Highlander,crossover,92,3.5,Gas,yes,2012,28700
Volkswagen,T4 (Transporter),van,419,2.4,Diesel,yes,1995,6000
Audi,Q7,crossover,100,3,Diesel,yes,2014,44800
BMW,X6,crossover,186,5,Petrol,yes,2008,37000
Audi,A6,sedan,234,2.4,Petrol,yes,1998,8000
Volkswagen,Jetta,sedan,1,1.4,Petrol,yes,2015,21500
BMW,525,sedan,200,2.5,Petrol,yes,1995,4700
Mitsubishi,Outlander XL,crossover,102,3,Petrol,yes,2009,15500
Renault,Kangoo,van,149,1.5,Diesel,yes,2013,7900
Toyota,Camry,sedan,22,2.5,Petrol,yes,2015,32000
BMW,X5,crossover,180,4.8,Gas,yes,2008,26999
Toyota,Corolla Verso,vagon,196,1.59,Petrol,yes,2003,7500
Mercedes-Benz,Vito,van,191,2.2,Diesel,yes,2007,10999
Mitsubishi,Lancer,sedan,121,1.6,Gas,yes,2008,7300
Mercedes-Benz,Vito,van,280,2.2,Diesel,yes,2005,8000
Mitsubishi,Pajero Wagon,crossover,115,3,Gas,yes,2008,17555
Volkswagen,Touareg,crossover,189,3,Diesel,yes,2012,38000
BMW,520,vagon,179,2,Diesel,yes,2007,15400
Volkswagen,Caddy,van,137,1.9,Diesel,yes,2008,10200
Mercedes-Benz,Vito,van,234,2.2,Diesel,yes,2002,7900
Mitsubishi,Lancer,sedan,161,1.6,Gas,yes,2006,6700
Mercedes-Benz,E-Class,other,176,5.5,Petrol,yes,2003,30000
Volkswagen,Touran,vagon,210,1.9,Diesel,yes,2008,11000
Mercedes-Benz,CLA-Class,sedan,56,2.2,Diesel,yes,2014,38500
Mercedes-Benz,Vito,van,280,2.2,Diesel,yes,2001,7600
Volkswagen,Golf V,hatch,90,1.9,Diesel,yes,2009,8900
Toyota,Land Cruiser Prado,crossover,120,4,Petrol,yes,2007,23400
Audi,A6,sedan,37,2.8,Petrol,yes,2012,37000
Renault,Kangoo,vagon,151,1.5,Diesel,yes,2006,5600
Volkswagen,Passat B7,sedan,75,1.8,Petrol,yes,2011,18900
Mercedes-Benz,E-Class,vagon,219,3,Diesel,yes,2007,15900
Mercedes-Benz,E-Class,sedan,170,2.8,Gas,yes,2007,15200
Volkswagen,Passat B7,vagon,74,2,Diesel,yes,2013,20700
BMW,735,sedan,210,3.5,Petrol,yes,1999,8200
Mercedes-Benz,GLS 350,crossover,0,3,Diesel,yes,2016,NA
Mitsubishi,Space Star,van,300,1.6,Petrol,yes,2002,5400
BMW,X5,crossover,0,3,Diesel,yes,2016,NA
Mitsubishi,Lancer X,sedan,82,1.5,Gas,yes,2010,11700
Mitsubishi,Galant,sedan,121,2.4,Gas,yes,2009,12000
Volkswagen,Jetta,sedan,198,1.6,Petrol,yes,2007,8100
BMW,750,sedan,290,4.8,Petrol,yes,2006,19999
Audi,A6,sedan,103,2,Diesel,yes,2013,32000
Volkswagen,Sharan,van,340,1.8,Petrol,yes,1999,6200
BMW,525,sedan,270,2.5,Diesel,no,1992,1500
Volkswagen,T6 (Transporter),other,119,2,Diesel,yes,2012,17900
Mercedes-Benz,S 500,sedan,140,5.5,Petrol,yes,2011,42500
BMW,320,sedan,335,2,Diesel,no,1999,4000
Mitsubishi,Pajero Sport,crossover,124,3,Gas,yes,2008,13200
Mercedes-Benz,S 500,sedan,85,5.5,Petrol,yes,2008,24990
